DistID,DistName,totalDisb,totalPSA,difference,sign,geoname,GEOID
3805409200400,WEST LINCOLN-BROADWELL E S D #92,"$165,802.55","$28,089.17","-$137,713.38",m,West Lincoln-Broadwell Elementary School District 92,1741600
4105700302600,VENICE COMM UNIT SCHOOL DIST 3,"$673,694.55","$536,354.55","-$137,340.00",m,Venice Community Unit School District 3,1740200
0701612300200,OAK LAWN-HOMETOWN SCH DIST 123,"$3,628,889.29","$3,495,593.88","-$133,295.41",m,Oak Lawn-Hometown School District 123,1729190
3907405702600,DELAND-WELDON C U SCH DIST 57,"$163,868.44","$33,360.62","-$130,507.82",m,DeLand-Weldon Community Unit School District 57,1712030
1706401902600,RIDGEVIEW COMM UNIT SCH DIST 19,"$625,368.49","$496,190.95","-$129,177.54",m,Ridgeview Community Unit School District 19,1700109
5008207000400,FREEBURG C C SCHOOL DIST 70,"$1,046,260.41","$932,065.09","-$114,195.32",m,Freeburg Community Consolidated School District 70,1715820
3404903600200,GRASS LAKE SCHOOL DIST 36,"$143,665.25","$30,234.86","-$113,430.39",m,Grass Lake School District 36,1717490
5609908100200,UNION SCHOOL DIST 81,"$128,605.33","$19,470.88","-$109,134.45",m,Union School District 81,1739660
3505012001700,LA SALLE-PERU TWP H S D 120,"$1,622,111.42","$1,515,380.19","-$106,731.23",m,LaSalle-Peru Township High School District 120,1722110
4406301800400,RILEY C C SCHOOL DIST 18,"$316,172.18","$216,081.46","-$100,090.72",m,Riley Community Consolidated School District 18,1733750
3505006500400,ALLEN OTTER CREEK CCSD 65,"$116,923.47","$17,785.85","-$99,137.62",m,Allen Township Community Consolidated School District 65,1703420
5108401102600,PAWNEE COMM UNIT SCHOOL DIST 11,"$499,650.63","$401,733.42","-$97,917.21",m,Pawnee Community Unit School District 11,1730930
5008207701600,FREEBURG COMM H S DIST 77,"$942,789.96","$844,888.76","-$97,901.20",m,Freeburg Community High School District 77,1715840
3204600202600,HERSCHER COMM UNIT SCH DIST 2,"$3,794,039.11","$3,701,775.52","-$92,263.59",m,Herscher Community Unit School District 2,1718840
4310206900200,GERMANTOWN HILLS SCHOOL DIST 69,"$1,956,148.10","$1,866,438.34","-$89,709.76",m,Germantown Hills School District 69,1716560
4707126900400,ESWOOD C C DISTRICT 269,"$105,754.82","$16,798.92","-$88,955.90",m,Eswood Community Consolidated District 269,1714410
4310214002600,EUREKA C U DIST 140,"$3,995,693.85","$3,906,761.39","-$88,932.46",m,Eureka Community Unit District 140,1714430
3404910600200,BANNOCKBURN SCHOOL DIST 106,"$117,937.43","$29,993.90","-$87,943.53",m,Bannockburn School District 106,1704950
3505021000400,MILLER TWP CC SCH DIST 210,"$278,727.26","$194,415.91","-$84,311.35",m,Miller Township Community Consolidated School District,1726250
2404701801600,NEWARK COMM H S DIST 18,"$143,695.74","$60,884.30","-$82,811.44",m,Newark Community High School District 18,1728260
3505008200400,DEER PARK C C SCHOOL DIST 82,"$95,904.36","$14,600.48","-$81,303.88",m,Deer Park Community Consolidated School District 82,1711910
4305900502600,HENRY-SENACHWINE CUSD 5,"$733,317.59","$653,465.78","-$79,851.81",m,Henry-Senachwine Consolidated Unit School District 5,1700115
2800601700400,OHIO COMM CONS SCHOOL DIST 17,"$180,532.83","$101,952.83","-$78,580.00",m,Ohio Community Consolidated School District 17,1729700
1705323001700,DWIGHT TWP H S DIST 230,"$551,448.36","$475,686.86","-$75,761.50",m,Dwight Township High School District 230,1712870
3805406100400,CHESTER-EAST LINCOLN CCS DIST 61,"$469,964.05","$394,329.15","-$75,634.90",m,Chester-East Lincoln Community Csd 61,1709850
3505023000400,RUTLAND C C SCHOOL DIST 230,"$134,791.70","$66,181.70","-$68,610.00",m,Rutland Community Consolidated School District 230,1735100
1601942502600,INDIAN CREEK COMM UNIT DIST 425,"$722,817.70","$655,250.41","-$67,567.29",m,Indian Creek Community Unit District 425,1735970
3404907200200,RONDOUT SCHOOL DIST 72,"$90,859.17","$26,519.68","-$64,339.49",m,Rondout School District 72,1734620
24032024C0400,NETTLE CREEK C C SCH DIST 24C,"$78,830.79","$16,100.43","-$62,730.36",m,Nettle Creek Community Consolidated School District 24C,1727930
3505009500400,GRAND RIDGE C C SCHOOL DIST 95,"$373,477.74","$312,146.99","-$61,330.75",m,Grand Ridge Community Consolidated School District 95,1717220
4310201102600,EL PASO-GRIDLEY CUSD 11,"$3,010,842.35","$2,950,054.57","-$60,787.78",m,El Paso-Gridley Community Unit School District 11,1700326
0901030501600,ST JOSEPH OGDEN C H S DIST 305,"$1,026,620.88","$966,875.79","-$59,745.09",m,St. Joseph-Ogden Community High School District 305,1737410
4705227502600,ASHTON COMM UNIT SCH DIST 275,"$987,878.99","$930,648.48","-$57,230.51",m,Ashton Community Unit School District 275,1704380
4705222000200,STEWARD ELEM SCHOOL DIST 220,"$67,962.40","$11,689.89","-$56,272.51",m,Steward Elementary School District 220,1737800
1301407101600,CENTRAL COMMUNITY H S DIST 71,"$730,851.80","$675,786.50","-$55,065.30",m,Central Community High School District 71,1704770
3505017500400,DIMMICK C C SCHOOL DIST 175,"$72,075.39","$18,579.10","-$53,496.29",m,Dimmick Community Consolidated School District 175,1712270
5409222501700,ARMSTRONG TWP HS DIST 225,"$99,578.46","$47,136.00","-$52,442.46",m,Armstrong Township High School District 225,1704230
5008208500200,SHILOH VILLAGE SCHOOL DIST 85,"$1,636,261.88","$1,585,952.47","-$50,309.41",m,Shiloh Village School District 85,1736210
4506700302600,VALMEYER COMM UNIT SCH DIST 3,"$1,128,787.28","$1,081,313.56","-$47,473.72",m,Valmeyer Community Unit School District 3,1740080
1705342500400,ROOKS CREEK C C SCH DIST 425,"$77,090.50","$30,110.50","-$46,980.00",m,Rooks Creek Community Consolidated School District 425,1734650
2808800102600,BRADFORD COMM UNIT SCH DIST 1,"$418,708.22","$371,874.85","-$46,833.37",m,Bradford Community Unit School District 1,1706880
0204400102600,GOREVILLE COMM UNIT DIST 1,"$1,971,670.56","$1,925,644.06","-$46,026.50",m,Goreville Community Unit School District 1,1700014
4807232800300,HOLLIS CONS SCHOOL DIST 328,"$63,076.71","$17,792.28","-$45,284.43",m,Hollis Consolidated School District 328,1719420
1309509901600,NASHVILLE COMM H S DISTRICT 99,"$1,268,186.48","$1,223,631.14","-$44,555.34",m,Nashville Community High School District 99,1727740
3905501102600,WARRENSBURG-LATHAM C U DIST 11,"$2,219,884.31","$2,175,879.66","-$44,004.65",m,Warrensburg-Latham Community Unit District 11,1740830
1705343500400,ODELL COMM CONS SCHOOL DIST 435,"$615,117.60","$574,502.73","-$40,614.87",m,Odell Community Consolidated School District 435,1729520
5008213000400,SMITHTON C C SCHOOL DIST 130,"$1,014,632.93","$978,995.95","-$35,636.98",m,Smithton Community Consolidated School District 130,1736510
4507912201900,CHESTER N H SCHOOL DIST 122,"$178,158.23","$147,771.14","-$30,387.09",m,Chester Non-High School District 122,1709780
2800650501600,OHIO COMMUNITY H S DIST 505,"$35,060.26","$5,997.55","-$29,062.71",m,Ohio Community High School District 505,1729730
2603434700400,LA HARPE CUSD 347,"$582,633.97","$555,366.98","-$27,266.99",m,La Harpe Community School District 347,1721690
5108401502600,WILLIAMSVILLE C U SCHOOL DIST 15,"$4,417,460.94","$4,390,695.01","-$26,765.93",m,Williamsville Community Unit School District 15,1742480
3505018500400,WALTHAM C C SCHOOL DIST 185,"$349,744.80","$325,008.65","-$24,736.15",m,Waltham Community Consolidated School District 185,1740620
2800609200200,CHERRY SCHOOL DIST 92,"$178,603.54","$154,140.41","-$24,463.13",m,Cherry School District 92,1709720
1705307402700,FLANAGAN-CORNELL UNIT 74,"$1,025,581.53","$1,001,474.69","-$24,106.84",m,Flanagan-Cornell District 74,1701390
2803722602600,ANNAWAN COMM UNIT SCH DIST 226,"$834,715.21","$813,579.23","-$21,135.98",m,Annawan Community Unit School District 226,1703810
5008203000300,ST LIBORY CONS SCH DIST 30,"$258,333.30","$237,481.93","-$20,851.37",m,St. Libory Consolidated School District 30,1737440
1305810002600,PATOKA COMM UNIT SCH DIST 100,"$438,000.67","$417,567.24","-$20,433.43",m,Patoka Community Unit School District 100,1730870
0901018800400,GIFFORD C C SCHOOL DIST 188,"$463,862.47","$443,866.31","-$19,996.16",m,Gifford Community Consolidated School District 188,1716650
1301414150200,ST ROSE SCHOOL DISTRICT 14-15,"$386,611.88","$369,455.35","-$17,156.53",m,St. Rose School District 14-15,1737470
5309070202600,TREMONT COMM UNIT DIST 702,"$2,597,979.87","$2,582,090.27","-$15,889.60",m,Tremont Community Unit School District 702,1739390
4707122102600,FORRESTVILLE VALLEY C U S D 221,"$2,232,696.38","$2,217,372.65","-$15,323.73",m,Forrestville Valley Community Unit School District 221,1715490
5309005200200,WASHINGTON SCHOOL DIST 52,"$2,600,351.14","$2,585,433.74","-$14,917.40",m,Washington School District 52,1741040
4908110002600,RIVERDALE C U SCHOOL DIST 100,"$2,464,239.38","$2,449,621.76","-$14,617.62",m,Riverdale Community Unit School District 100,1733930
2800608400400,MALDEN COMM CONS SCH DIST 84,"$204,646.38","$190,951.62","-$13,694.76",m,Malden Community Consolidated School District 84,1724120
0804320502600,WARREN COMM UNIT SCHOOL DIST 205,"$906,209.02","$894,712.84","-$11,496.18",m,Warren Community Unit School District 205,1740740
0901000702600,TOLONO C U SCHOOL DIST 7,"$5,608,541.34","$5,598,429.51","-$10,111.83",m,Tolono Community Unit School District 7,1739120
2800609800200,DALZELL SCHOOL DISTRICT 98,"$224,660.10","$216,316.99","-$8,343.11",m,Dalzell School District 98,1711700
2800630302600,LA MOILLE C U SCHOOL DIST 303,"$676,015.42","$668,605.05","-$7,410.37",m,La Moille Community Unit School District 303,1721680
4807231600400,LIMESTONE WALTERS C C S DIST 316,"$133,347.35","$126,065.60","-$7,281.75",m,Limestone Walters Community Consolidated School District 316,1722920
3203824902600,CRESCENT-IROQUOIS,"$406,123.98","$399,648.98","-$6,475.00",m,Crescent Iroquois Community Unit School District 249,1700323
3203800602600,CISSNA PARK COMM UNIT SCH DIST 6,"$811,474.41","$805,078.90","-$6,395.51",m,Cissna Park Community Unit School District 6,1710290
5409200502600,CATLIN C U  SCH DIST 5,"$1,777,473.66","$1,771,338.26","-$6,135.40",m,Catlin Community Unit School District 5,1710760
0902700502600,GIBSON CITY-MELVIN-SIBLEY CUSD 5,"$2,907,749.67","$2,903,068.77","-$4,680.90",m,Gibson City-Melvin-Sibley Community Unit School District 5,1700041
2603431700400,CARTHAGE ESD 317,"$1,204,927.60","$1,200,251.41","-$4,676.19",m,Carthage Elementary School District 317,1708680
4310212201700,METAMORA TWP H S DIST 122,"$1,980,526.56","$1,976,510.77","-$4,015.79",m,Metamora Township High School District 122,1725770
1706401602600,OLYMPIA C U SCHOOL DIST 16,"$4,122,183.91","$4,118,741.26","-$3,442.65",m,Olympia Community Unit School District 16,1729890
2800650001500,PRINCETON HIGH SCH DIST 500,"$893,671.25","$891,185.70","-$2,485.55",m,Princeton High School District 500,1732700
3007320400400,COMMUNITY CONS SCH DIST 204,"$315,517.07","$314,024.49","-$1,492.58",m,Community Consolidated School District 204,1731560
3805408800200,NEW HOLLAND-MIDDLETOWN E DIST 88,"$229,197.46","$228,348.94",-$848.52,m,New Holland-Middletown Elementary School District 88,1700103
0410113300400,PRAIRIE HILL C C SCH DIST 133,"$1,983,193.98","$1,982,553.08",-$640.90,m,Prairie Hill Community Consolidated School District 133,1732550
0302505002600,TEUTOPOLIS C U SCHOOL DIST 50,"$3,541,381.74","$3,541,198.34",-$183.40,m,Teutopolis Community Unit School District 50,1738760
4406301902400,ALDEN HEBRON SCHOOL DIST 19,"$502,215.46","$502,215.46",$0.00,z,Alden-Hebron School District 19,1703300
0701612600200,ALSIP-HAZLGRN-OAKLWN S DIST 126,"$2,313,153.23","$2,313,153.23",$0.00,z,Alsip-Hazelgreen-Oaklawn School District 126,1703480
3404903400400,ANTIOCH C C SCHOOL DISTRICT 34,"$4,035,343.42","$4,035,343.42",$0.00,z,Antioch Community Consolidated School District 34,1703840
1102130502600,ARTHUR C U SCHOOL DIST 305,"$1,524,098.84","$1,524,098.84",$0.00,z,Arthur Community Unit SD 305,1704260
3806521302600,ATHENS COMM UNIT SCH DIST 213,"$3,310,638.95","$3,310,638.95",$0.00,z,Athens Community Unit School District 213,1704470
1902200200200,BENSENVILLE SCHOOL DISTRICT 2,"$3,721,187.86","$3,721,187.86",$0.00,z,Bensenville School District 2,1705910
1702001802600,BLUE RIDGE COMM UNIT SCH DIST 18,"$1,064,943.49","$1,064,943.49",$0.00,z,Blue Ridge Community Unit School District 18,1700003
4807230902600,BRIMFIELD C U SCHOOL DIST 309,"$1,258,435.47","$1,258,435.47",$0.00,z,Brimfield Community Unit School District 309,1707200
0601609500200,BROOKFIELD SCHOOL DIST 95,"$847,555.73","$847,555.73",$0.00,z,Brookfield School District 95,1707320
3003909500200,CARBONDALE ELEM SCH DIST 95,"$2,857,032.49","$2,857,032.49",$0.00,z,Carbondale Elementary School District 95,1708340
0901000402600,CHAMPAIGN COMM UNIT SCH DIST 4,"$13,349,145.86","$13,349,145.86",$0.00,z,Champaign Community Unit School District 4,1709420
4406304700400,CRYSTAL LAKE C C SCH DIST 47,"$7,560,690.23","$7,560,690.23",$0.00,z,Crystal Lake Community Consolidated School District 47,1711350
5309070302600,DELAVAN COMM UNIT DIST 703,"$1,258,566.34","$1,258,566.34",$0.00,z,Delavan Community Unit School District 703,1712060
3404907600200,DIAMOND LAKE SCHOOL DIST 76,"$1,812,435.67","$1,812,435.67",$0.00,z,Diamond Lake School District 76,1712210
0804311902200,EAST DUBUQUE UNIT SCH DIST 119,"$1,300,461.33","$1,300,461.33",$0.00,z,East Dubuque Community Unit School District 119,1713050
4807232202600,ELMWOOD C U SCHOOL DISTRICT 322,"$1,556,319.64","$1,556,319.64",$0.00,z,Elmwood Community Unit School District 322,1714050
0601640102600,ELMWOOD PARK C U SCH DIST 401,"$10,631,091.53","$10,631,091.53",$0.00,z,Elmwood Park Community Unit School District 401,1714100
5609908900200,FAIRMONT SCHOOL DISTRICT 89,"$1,198,182.12","$1,198,182.12",$0.00,z,Fairmont School District 89,1714760
0601608400200,FRANKLIN PARK SCHOOL DIST 84,"$2,247,471.83","$2,247,471.83",$0.00,z,Franklin Park School District 84,1715780
3204600602600,GRANT PARK C U  SCHOOL DIST 6,"$899,204.79","$899,204.79",$0.00,z,Grant Park Community Unit School District 6,1717370
4807232102600,IL VALLEY CENTRAL UNIT DIST 321,"$4,611,972.41","$4,611,972.41",$0.00,z,Illinois Valley Central Unit School District 321,1719970
4807232702600,ILLINI BLUFFS CU SCH DIST 327,"$1,353,335.93","$1,353,335.93",$0.00,z,Illini Bluffs Community Unit School District 327,1719960
2800609400400,LADD ELEMENTARY 94,"$587,105.68","$587,105.68",$0.00,z,Ladd Community Consolidated School District 94,1721510
0808920202600,LENA WINSLOW C U SCH DIST 202,"$2,571,849.02","$2,571,849.02",$0.00,z,Lena-Winslow Community Unit School District 202,1722530
1706400202600,LEROY COMMUNITY UNIT SCH DIST 2,"$2,249,711.72","$2,249,711.72",$0.00,z,Le Roy Community Unit School District 2,1722620
5609909100200,LOCKPORT SCHOOL DIST 91,"$540,574.52","$540,574.52",$0.00,z,Lockport School District 91,1709210
3204600502600,MANTENO COMM UNIT SCH DIST 5,"$5,115,323.60","$5,115,323.60",$0.00,z,Manteno Community Unit School District 5,1724390
24032002C0200,MAZON-VERONA-KINSMAN ESD 2C,"$283,015.86","$283,015.86",$0.00,z,Mazon-Verona-Kinsman Elementary School District 2C,1725190
1706400502600,MCLEAN COUNTY UNIT DIST NO 5,"$19,924,220.56","$19,924,220.56",$0.00,z,McLean County Unit School District 5,1728620
4606901102600,MEREDOSIA-CHAMBERSBURG CUSD 11,"$332,864.94","$332,864.94",$0.00,z,Meredosia-Chambersburg Community Unit School District 11,1725680
4707122302600,MERIDIAN C U SCH DIST 223,"$6,348,982.54","$6,348,982.54",$0.00,z,Meridian Community Unit School District 223,1725690
3404902400400,MILLBURN C C SCHOOL DIST 24,"$3,359,961.04","$3,359,961.04",$0.00,z,Millburn Community Consolidated School District 24,1726100
5309070902600,MORTON C U SCHOOL DISTRICT 709,"$2,016,011.45","$2,016,011.45",$0.00,z,Morton Community Unit School District 709,1726800
4406300200300,NIPPERSINK SCHOOL DISTRICT 2,"$1,170,206.22","$1,170,206.22",$0.00,z,Nippersink School District 2,1700222
1107030202600,OKAW Valley CUSD 302,"$1,364,461.19","$1,364,461.19",$0.00,z,Okaw Valley Community Unit School District 302,1700223
2803722302600,ORION COMM UNIT SCHOOL DIST 223,"$2,392,287.63","$2,392,287.63",$0.00,z,Orion Community Unit School District 223,1730200
0410132102600,PECATONICA C U SCH DIST 321,"$2,652,274.20","$2,652,274.20",$0.00,z,Pecatonica Community Unit School District 321,1731050
5108400802600,PLEASANT PLAINS C U SCHOOL DIST 8,"$2,381,788.48","$2,381,788.48",$0.00,z,Pleasant Plains Community Unit School District 8,1731920
0601608450200,RHODES SCHOOL DIST 84-5,"$1,324,220.33","$1,324,220.33",$0.00,z,Rhodes School District 84-5,1733390
4310206002600,ROANOKE BENSON C U S DIST 60,"$1,280,789.16","$1,280,789.16",$0.00,z,Roanoke-Benson Community Unit School District 60,1734140
4908130002600,ROCKRIDGE C U SCHOOL DIST 300,"$1,959,556.58","$1,959,556.58",$0.00,z,Rockridge Community Unit School District 300,1734440
0501606900200,SKOKIE SCHOOL DIST 69,"$2,574,226.69","$2,574,226.69",$0.00,z,Skokie School District 69,1736480
0804320602600,STOCKTON C U SCHOOL DIST 206,"$940,326.52","$940,326.52",$0.00,z,Stockton Community Unit School District 206,1737980
0701615400200,THORNTON SCHOOL DISTRICT 154,"$337,919.93","$337,919.93",$0.00,z,Thornton School District 154,1738910
3505007900400,TONICA COMM CONS SCH DIST 79,"$668,203.09","$668,203.09",$0.00,z,Tonica Community Consolidated School District 79,1739180
4606902702600,TRIOPIA C U SCHOOL DISTRICT 27,"$1,094,409.18","$1,094,409.18",$0.00,z,Triopia Community Unit School District 27,1710830
56099030C0400,TROY COMM CONS SCH DIST 30C,"$4,859,713.34","$4,859,713.34",$0.00,z,Troy Community Consolidated School District 30C,1739510
2709430402600,UNITED CUSD 304,"$2,225,440.64","$2,225,440.64",$0.00,z,United Community School District 304,1700321
4606900602600,WAVERLY C U SCHOOL DIST 6,"$1,097,628.04","$1,097,628.04",$0.00,z,Waverly Community Unit School District 6,1741280
0410132302600,WINNEBAGO C U SCH DIST 323,"$4,163,218.98","$4,163,218.98",$0.00,z,Winnebago Community Unit School District 323,1742790
3404900100200,WINTHROP HARBOR SCHOOL DIST 1,"$510,763.76","$510,763.76",$0.00,z,Winthrop Harbor School District 1,1742900
3404905000400,WOODLAND C C SCHOOL DIST 50,"$6,984,161.82","$6,984,161.82",$0.00,z,Woodland Community Consolidated School District 50,1743110
1902206800200,WOODRIDGE SCHOOL DIST 68,"$4,011,909.99","$4,011,909.99",$0.00,z,Woodridge School District 68,1717040
0901000802600,HERITAGE COMM UNIT SCH DIST 8,"$1,016,941.27","$1,017,710.34",$769.07,p,Heritage Community Unit School District 8,1700106
4705227202600,AMBOY COMM UNIT SCHOOL DIST 272,"$1,227,801.57","$1,230,496.00","$2,694.43",p,Amboy Community Unit School District 272,1703690
0206103802600,JOPPA-MAPLE GROVE UNIT DIST 38,"$395,336.54","$398,120.48","$2,783.94",p,Joppa-Maple Grove Unit District 38,1700015
5509802000200,EAST COLOMA - NELSON CESD 20,"$685,941.55","$688,832.97","$2,891.42",p,East Coloma - Nelson CESD 20,1713020
0808920102600,DAKOTA COMM UNIT SCH DIST 201,"$2,342,074.91","$2,345,080.41","$3,005.50",p,Dakota Community Unit School District 201,1711610
3806520002600,GREENVIEW C U SCH DIST 200,"$569,140.16","$572,231.98","$3,091.82",p,Greenview Community Unit School District 200,1717700
1309500100400,OAKDALE C C SCHOOL DISTRICT 1,"$306,699.44","$310,015.59","$3,316.15",p,Oakdale Community Consolidated School District 1,1729310
4406315701600,RICHMOND-BURTON COMM H SC D 157,"$835,913.55","$839,326.77","$3,413.22",p,Richmond-Burton Community High School District 157,1733510
5309030901600,EAST PEORIA COMM H S DIST 309,"$1,633,398.63","$1,636,921.01","$3,522.38",p,East Peoria Community High School District 309,1713230
0204404300300,BUNCOMBE CONS SCHOOL DIST 43,"$364,685.54","$368,410.05","$3,724.51",p,Buncombe Consolidated School District 43,1707740
0410113400400,SHIRLAND C C SCHOOL DIST 134,"$144,505.89","$148,322.62","$3,816.73",p,Shirland Community Consolidated School District 134,1736240
1102130102600,TUSCOLA C U SCHOOL DIST 301,"$1,700,561.89","$1,706,623.90","$6,062.01",p,Tuscola Community Unit School District 301,1739600
3505042502600,LOSTANT COMM UNIT SCH DIST 425,"$195,299.43","$201,549.95","$6,250.52",p,Lostant Community Unit School District 425,1700120
3404912401600,GRANT COMM H S DISTRICT 124,"$2,263,126.55","$2,270,564.70","$7,438.15",p,Grant Community High School District 124,1717340
1301405700200,BARTELSO SCHOOL DISTRICT 57,"$297,979.70","$307,667.38","$9,687.68",p,Bartelso School District 57,1705160
2504100600400,GRAND PRAIRIE C C SCH DIST 6,"$385,520.09","$396,173.64","$10,653.55",p,Grand Prairie Community Consolidated School District 6,1717190
5108401602600,COMMUNITY UNIT SCHOOL DIST 16,"$992,538.45","$1,003,671.81","$11,133.36",p,Community Unit School District 16,1727990
0302503002600,DIETERICH COMM UNIT SCH DIST 30,"$1,920,281.68","$1,932,142.86","$11,861.18",p,Dieterich Community Unit School District 30,1712240
2403207400300,SOUTH WILMINGTON CONS SCH DIST 74,"$139,881.83","$151,791.47","$11,909.64",p,South Wilmington Consolidated School District 74,1736840
5008200902600,LEBANON COMM UNIT SCH DIST 9,"$1,648,842.36","$1,661,362.43","$12,520.07",p,Lebanon Community Unit School District 9,1722300
0901000102600,FISHER C U SCHOOL DISTRICT 1,"$1,476,892.67","$1,489,771.55","$12,878.88",p,Fisher Community Unit School District 1,1715180
4705227102600,PAW PAW CUSD 271,"$469,770.40","$484,455.95","$14,685.55",p,Lee Center Community Unit School District 271,1722350
0808920302600,ORANGEVILLE C U SCHOOL DIST 203,"$1,245,892.00","$1,261,008.41","$15,116.41",p,Orangeville Community Unit School District 203,1730060
0800839902600,CHADWICK-MILLEDGEVILLE CUSD 399,"$1,478,122.51","$1,493,961.54","$15,839.03",p,Chadwick-Milledgeville Community Unit School District 399,1709400
0302502002600,BEECHER CITY C U SCHOOL DIST 20,"$745,563.15","$762,578.43","$17,015.28",p,Beecher City Community Unit School District 20,1705460
1705342600400,CORNELL C C SCH DIST 426,"$243,244.85","$261,416.72","$18,171.87",p,Cornell Community Consolidated School District 426,1710860
4707116100400,CRESTON COMM CONS SCHOOL DIST 161,"$176,988.74","$196,141.25","$19,152.51",p,Creston Community Consolidated School District 161,1711220
5309060600400,SPRING LAKE C C SCH DIST 606,"$240,896.54","$263,004.17","$22,107.63",p,Spring Lake Community Consolidated School District 606,1737020
5409206100300,ARMSTRONG-ELLIS CONS SCH DIST 61,"$147,945.72","$171,052.69","$23,106.97",p,Armstrong-Ellis Consolidated School District 61,1704200
4406300300300,FOX RIVER GROVE CONS S D 3,"$510,828.83","$534,193.45","$23,364.62",p,Fox River Grove Consolidated School District 3,1715660
4807207000200,MONROE SCHOOL DIST 70,"$589,429.81","$613,611.65","$24,181.84",p,Monroe School District 70,1726490
3805402102600,HARTSBURG EMDEN C U S DIST 21,"$439,595.10","$464,661.13","$25,066.03",p,Hartsburg-Emden Community Unit School District 21,1718390
0701615900200,ELEM SCHOOL DISTRICT 159,"$3,612,746.37","$3,639,602.10","$26,855.73",p,Elementary School District 159,1736300
0808920002600,PEARL CITY C U SCH DIST 200,"$1,793,760.20","$1,821,070.84","$27,310.64",p,Pearl City Community Unit School District 200,1731020
5509800202600,RIVER BEND COMM UNIT DIST 2,"$2,424,637.60","$2,452,189.54","$27,551.94",p,River Bend Community Unit District 2,1733950
4908102900200,HAMPTON SCHOOL DISTRICT 29,"$812,398.98","$840,122.79","$27,723.81",p,Hampton School District 29,1718090
4707114400300,KINGS CONSOLIDATED SCH DIST 144,"$175,649.41","$203,397.84","$27,748.43",p,Kings Consolidated School District 144,1721130
3203800402600,CENTRAL COMM UNIT SCHOOL DIST 4,"$3,289,118.97","$3,317,125.30","$28,006.33",p,Central Community Unit School District 4,1710410
2208500502600,SCHUYLER-INDUSTRY,"$4,350,212.98","$4,379,363.57","$29,150.59",p,Schuyler-Industry Community Unit School District 5,1700332
3905500302600,MT ZION COMM UNIT SCH DIST 3,"$6,380,701.21","$6,410,421.53","$29,720.32",p,Mount Zion Community Unit School District 3,1727390
2404709000400,LISBON COMM CONS SCH DIST 90,"$157,712.28","$188,276.02","$30,563.74",p,Lisbon Community Consolidated School District 90,1723160
56099200U2600,BEECHER C U SCH DIST 200U,"$1,567,418.82","$1,598,050.36","$30,631.54",p,Beecher Community Unit School District 200U,1705430
4807232602600,PRINCEVILLE C U SCH DIST 326,"$1,837,503.85","$1,868,679.42","$31,175.57",p,Princeville Community Unit School District 326,1732770
2504101200400,MCCLELLAN C C SCHOOL DIST 12,"$236,958.23","$268,508.95","$31,550.72",p,McClellan Community Consolidated School District 12,1725260
2504100300400,FIELD COMM CONS SCHOOL DIST 3,"$1,387,835.23","$1,420,173.27","$32,338.04",p,Field Community Consolidated School District 3,1715090
2803722502600,ALWOOD COMM UNIT SCH DIST 225,"$859,397.98","$895,586.26","$36,188.28",p,Alwood Community Unit School District 225,1703660
5008218802200,BROOKLYN UNIT DISTRICT 188,"$816,008.92","$852,218.57","$36,209.65",p,Brooklyn Community Unit School District 188,1723640
1705343800400,SAUNEMIN C CONSOL SCH DIST 438,"$591,225.35","$628,944.48","$37,719.13",p,Saunemin Community Consolidated School District 438,1700065
2504100700400,DODDS COMM CONS SCHOOL DIST 7,"$553,971.59","$591,703.03","$37,731.44",p,Dodds Community Consolidated School District 7,1712390
1301402100200,AVISTON SCHOOL DISTRICT 21,"$1,142,340.20","$1,180,853.80","$38,513.60",p,Aviston School District 21,1704740
3505000102600,LELAND COMM UNIT SCH DIST 1,"$354,335.05","$394,088.48","$39,753.43",p,Leland Community Unit School District 1,1722870
1305800200300,KELL CONSOLIDATED SCHOOL DIST 2,"$500,498.46","$540,270.35","$39,771.89",p,Kell Consolidated School District 2,1720910
4908120002600,SHERRARD COMM UNIT SCH DIST 200,"$5,406,873.33","$5,447,837.09","$40,963.76",p,Sherrard Community Unit School District 200,1736180
0901000302600,MAHOMET-SEYMOUR C U SCH DIST 3,"$8,394,489.77","$8,435,648.02","$41,158.25",p,Mahomet-Seymour Community Unit School District 3,1724060
2603431602600,WARSAW COMM UNIT SCH DISTRICT 316,"$1,692,068.73","$1,733,306.49","$41,237.76",p,Warsaw Community Unit School District 316,1740890
2504109900400,FARRINGTON C C SCHOOL DIST 99,"$313,125.58","$355,074.02","$41,948.44",p,Farrington Community Consolidated School District 99,1714940
1305801000400,SELMAVILLE C C SCH DIST 10,"$717,914.24","$760,676.89","$42,762.65",p,Selmaville Community Consolidated School District 10,1735770
2504120401700,WEBBER TOWNSHIP H S DIST 204,"$567,086.13","$610,086.53","$43,000.40",p,Webber Township High School District 204,1741370
0204406400200,CYPRESS SCHOOL DIST 64,"$613,483.02","$656,593.60","$43,110.58",p,Cypress School District 64,1711520
5008218100200,SIGNAL HILL SCH DIST 181,"$1,212,326.85","$1,256,006.36","$43,679.51",p,Signal Hill School District 181,1736330
3204625800400,ST GEORGE C C SCHOOL DIST 258,"$1,346,405.72","$1,392,015.49","$45,609.77",p,St. George Community Consolidated School District 258,1737320
17053006J2600,TRI POINT C U SCH DIST 6-J,"$1,185,681.03","$1,231,462.09","$45,781.06",p,Tri-Point Community Unit School District 6-J,1739480
