"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic"," %Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 020902",="17031020902",138,89,123,100,12,6,1.9,233,342,810,13401,7075,10,36,18,18,18,23,1,75,23,96,77,5,19,72,21,35,60,32,-1,26,23,51,2,76,49,-1,4,24,1,22,-1,23,0,-1,119,99,60,56,20,24,18,18,59,3,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030101",="17031030101",137,95,133,100,7,12,1.3,176,292,844,11500,8691,6,57,11,16,10,16,3,77,20,98,83,-1,8,64,8,40,25,26,2,20,17,61,9,44,39,1,2,50,-1,2,-1,2,2,1,112,98,59,85,4,11,7,24,54,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030102",="17031030102",26,90,24,100,8,13,1.2,28,390,824,14042,12036,4,50,13,13,21,25,-1,75,26,88,67,-1,4,67,4,62,73,61,-1,25,29,46,8,58,50,-1,4,42,-1,4,-1,4,0,-1,129,88,56,79,21,-1,4,18,46,5,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030103",="17031030103",11,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030104",="17031030104",9,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030200",="17031030200",14,88,12,100,9,8,2.2,26,458,1002,19376,8943,8,25,17,25,25,50,-1,50,31,83,67,8,25,100,33,22,100,23,-1,33,42,25,-1,83,67,-1,-1,17,-1,17,-1,17,0,-1,180,100,80,17,67,17,33,10,33,20,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030300",="17031030300",207,94,194,100,6,9,1.2,240,278,1154,11548,9335,7,50,27,8,7,10,2,87,21,96,87,2,4,61,4,26,34,28,-1,9,5,86,14,58,25,-1,18,42,2,10,3,15,1,-1,117,99,32,91,5,5,4,24,65,10,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030400",="17031030400",198,98,191,99,6,7,1.4,267,288,1136,12267,8775,-1,51,23,12,13,16,-1,77,21,96,83,1,13,74,13,30,19,16,1,18,13,68,15,63,27,1,5,36,1,28,3,31,1,-1,137,99,74,71,21,8,13,26,51,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030500",="17031030500",34,89,30,100,8,3,1.9,57,327,963,11538,6073,11,36,36,7,11,27,3,63,19,97,90,-1,17,80,17,38,67,30,-1,30,40,30,3,87,50,-1,3,13,3,30,-1,33,0,-1,178,100,95,30,40,30,33,15,44,7,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030601",="17031030601",235,68,160,100,6,4,1.2,188,287,1122,12167,10355,6,57,18,11,9,8,1,91,22,95,85,-1,2,57,2,67,60,55,-1,8,5,87,13,59,28,-1,23,41,1,8,-1,8,0,-1,126,99,28,98,1,1,-1,31,52,3,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030603",="17031030603",152,95,145,100,5,4,1.3,195,301,1113,12732,9468,5,45,26,12,12,11,1,86,23,97,80,1,4,54,4,56,41,36,-1,10,14,77,7,65,43,1,11,35,2,8,-1,10,1,-1,72,99,35,93,-1,7,3,33,61,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030604",="17031030604",115,89,103,100,10,7,1.1,109,283,813,11427,10798,6,42,33,15,5,5,-1,93,21,98,88,-1,-1,51,-1,73,53,57,-1,4,17,79,6,63,57,-1,3,37,-1,3,-1,3,0,-1,82,100,44,99,1,-1,1,17,52,0,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030701",="17031030701",54,93,51,100,9,12,1.5,78,291,895,12275,8026,12,44,18,12,14,27,6,63,21,96,84,2,16,59,18,46,70,36,-1,49,31,20,2,78,65,-1,6,22,2,4,2,8,2,-1,51,82,72,73,24,4,4,24,54,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030702",="17031030702",26,89,23,100,11,13,1,24,222,813,8127,7789,22,48,30,-1,-1,4,-1,96,15,100,100,-1,-1,52,-1,78,80,75,-1,30,48,22,-1,70,61,-1,-1,30,4,4,-1,9,0,-1,49,100,55,100,-1,-1,-1,8,43,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030703",="17031030703",576,92,353,100,10,7,1.4,479,303,674,12805,9437,2,52,11,24,10,12,0,85,23,97,84,1,5,55,4,47,33,32,1,12,8,79,20,39,32,-1,4,60,1,2,1,3,0,-1,116,95,50,84,14,2,3,18,45,4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030706",="17031030706",390,96,378,100,7,3,1.7,634,296,860,12357,7368,6,51,15,19,9,22,1,75,21,96,89,3,14,63,14,42,57,35,1,26,21,53,9,54,43,0,6,45,1,3,1,5,0,-1,173,99,88,64,26,9,11,12,39,0,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030800",="17031030800",6,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 030900",="17031030900",17,88,15,100,6,-1,2.4,36,330,1094,13749,5729,-1,23,31,31,15,13,7,67,22,93,80,-1,33,60,33,50,86,31,-1,20,33,47,-1,87,40,-1,-1,13,-1,47,-1,47,0,-1,197,93,124,7,20,73,60,4,38,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031000",="17031031000",15,88,13,100,9,-1,2,26,407,1078,15745,7873,-1,50,17,8,25,38,-1,54,25,77,69,-1,38,85,38,36,50,23,-1,46,38,15,-1,85,54,-1,-1,15,-1,31,-1,31,0,-1,152,100,114,15,38,46,54,8,37,13,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031100",="17031031100",104,97,101,100,7,3,1.3,132,272,979,11436,8750,2,60,19,11,8,9,-1,90,20,97,89,-1,10,70,10,57,28,30,-1,10,13,77,9,38,18,1,9,50,1,6,3,10,1,-1,142,99,56,83,9,8,6,10,39,5,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031200",="17031031200",751,95,739,100,7,8,1.8,1321,300,878,12479,6981,7,40,18,14,21,32,2,54,20,95,82,7,16,56,17,29,52,24,2,36,27,35,3,76,53,0,19,23,0,3,1,4,1,20,115,59,49,65,20,15,6,44,67,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031300",="17031031300",562,97,544,100,6,8,1.4,736,307,992,13049,9645,5,48,20,11,16,17,0,81,23,95,80,3,4,60,4,28,30,24,-1,12,8,80,16,85,28,1,51,13,1,3,1,5,0,-1,112,66,32,91,5,4,1,22,54,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031400",="17031031400",12,89,11,100,6,-1,1.5,17,295,821,9947,6436,18,45,18,9,9,18,-1,82,17,100,91,-1,9,64,9,50,80,47,-1,27,27,45,-1,91,55,-1,9,9,-1,27,-1,27,0,-1,293,73,70,73,27,-1,-1,9,26,4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031501",="17031031501",989,96,970,100,6,5,2,1936,325,1171,13609,6819,8,40,18,17,18,37,1,60,22,96,81,10,16,60,16,14,61,22,1,34,15,51,6,82,47,0,29,16,1,4,1,6,0,-1,151,99,42,50,31,19,12,45,67,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031502",="17031031502",734,97,723,100,6,4,2,1415,325,978,13405,6849,11,37,18,13,21,46,0,49,22,94,79,10,15,58,17,15,37,14,1,38,24,37,3,83,67,1,12,16,1,2,0,3,0,1,153,100,43,58,26,16,5,33,69,3,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031700",="17031031700",286,97,313,100,4,12,1.8,561,289,966,12243,6831,7,40,19,11,23,29,2,51,20,93,80,4,21,74,23,40,62,30,1,41,37,20,1,86,72,1,3,14,1,8,1,10,1,6,117,48,105,54,13,34,20,29,49,4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031800",="17031031800",25,96,23,94,5,-1,1.4,32,335,1119,13837,9946,9,48,13,17,13,35,-1,65,24,91,74,4,4,83,9,45,42,34,-1,13,43,43,4,78,26,-1,9,17,-1,35,9,43,0,-1,236,100,65,74,22,4,4,22,37,5,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 031900",="17031031900",73,96,66,94,5,8,2.3,150,370,1119,15821,6961,8,27,20,16,30,38,2,58,25,95,70,6,33,85,33,28,63,20,3,38,30,29,2,82,41,-1,6,17,6,24,5,35,0,-1,152,100,71,23,48,29,5,14,29,8,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 032100",="17031032100",697,96,525,100,7,8,1.4,754,324,1044,14342,9986,6,44,16,16,18,26,1,68,25,92,79,3,10,62,10,28,37,26,2,24,16,58,10,50,39,-1,2,44,0,8,1,9,0,-1,129,88,78,84,14,2,4,19,37,3,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040100",="17031040100",7,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040201",="17031040201",23,89,20,100,7,-1,2.4,48,415,905,16471,6863,10,20,20,40,10,55,-1,45,25,95,75,-1,45,95,45,38,50,19,-1,50,30,20,5,85,55,-1,-1,15,-1,30,-1,30,0,-1,138,100,96,25,25,50,15,18,38,8,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040202",="17031040202",54,89,48,100,8,8,2.2,104,507,826,18704,8633,6,27,21,19,27,56,-1,44,30,79,67,15,23,75,33,22,64,22,-1,52,25,23,-1,85,56,2,6,15,2,19,-1,21,0,-1,117,96,71,31,50,19,19,25,52,4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040300",="17031040300",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040401",="17031040401",7,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040402",="17031040402",8,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040600",="17031040600",5,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040700",="17031040700",17,88,15,100,8,-1,2.5,37,340,1042,13122,5320,-1,47,27,7,20,47,-1,53,21,100,73,-1,40,87,33,38,71,30,-1,40,13,47,-1,93,27,-1,-1,7,-1,67,-1,67,0,-1,227,100,80,7,40,53,40,9,29,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040800",="17031040800",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 040900",="17031040900",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050100",="17031050100",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050200",="17031050200",103,97,101,100,7,7,1.2,118,301,657,13715,11739,3,37,26,22,13,5,1,94,25,97,73,-1,1,76,1,20,13,13,-1,2,3,95,7,65,14,2,10,33,-1,9,31,40,1,-1,98,100,53,87,8,5,9,3,25,31,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050300",="17031050300",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050500",="17031050500",7,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050600",="17031050600",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050700",="17031050700",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050800",="17031050800",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 050900",="17031050900",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 051000",="17031051000",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 051100",="17031051100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 051200",="17031051200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 051300",="17031051300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 051400",="17031051400",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 060100",="17031060100",32,96,29,94,4,-1,2.2,65,379,1112,15530,6929,-1,36,18,21,25,28,-1,69,25,97,72,3,38,97,41,21,33,18,-1,41,7,52,10,93,45,3,10,3,-1,34,-1,34,3,-1,187,100,73,-1,86,14,28,11,20,20,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 060200",="17031060200",11,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 060300",="17031060300",5,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 060400",="17031060400",3,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 060500",="17031060500",356,99,352,100,6,9,1.1,392,276,1197,11917,10701,1,57,25,9,8,6,1,92,22,97,87,-1,-1,48,-1,50,55,52,-1,0,1,99,12,57,13,0,26,43,1,15,2,18,0,-1,104,100,24,100,-1,-1,-1,26,30,9,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 060800",="17031060800",11,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 060900",="17031060900",130,97,126,100,6,5,1.2,156,290,1169,11912,9621,3,47,21,25,4,10,1,86,22,98,87,-1,4,68,3,53,49,45,-1,14,18,67,13,21,15,-1,-1,78,-1,6,1,6,1,-1,174,100,37,81,18,1,7,7,27,3,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 061000",="17031061000",88,89,78,100,6,4,1,81,339,807,14449,13914,4,31,27,22,16,19,1,78,27,92,68,-1,-1,36,-1,46,22,31,-1,-1,37,63,-1,47,41,-1,-1,53,-1,6,-1,6,0,-1,27,99,44,100,-1,-1,-1,15,14,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 061100",="17031061100",3,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
