"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic"," %Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
9,="Summary of All HUD Programs",1,="NA",="135 Montgomery County",="17135",285,94,269,100,5,19,1.8,493,246,460,11216,6120,17,31,23,17,11,23,2,69,25,93,66,9,22,72,27,27,37,18,10,37,18,35,3,7,4,-1,-1,93,0,3,-1,3,0,9,66,96,121,41,34,25,27,13,5,84,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="137 Morgan County",="17137",837,93,768,99,6,25,1.5,1177,260,360,12029,7849,12,33,28,15,13,22,2,74,25,95,69,4,15,69,17,46,36,30,8,29,26,37,3,18,15,0,1,81,-1,1,0,1,2,18,61,84,83,71,15,14,10,23,20,60,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="139 Moultrie County",="17139",38,80,30,99,6,20,1.4,42,301,526,12641,9029,3,37,33,17,10,13,-1,87,29,97,67,-1,13,70,13,62,82,62,-1,23,20,57,10,27,13,-1,-1,73,-1,13,-1,13,0,4,35,97,107,60,33,7,23,21,2,81,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="141 Ogle County",="17141",536,96,527,100,5,20,1.5,812,322,467,14801,9606,4,25,27,23,21,18,1,79,28,96,61,2,19,70,19,54,15,26,2,31,21,45,7,9,4,0,-1,89,-1,4,0,4,0,10,66,98,79,70,15,15,8,14,14,73,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="143 Peoria County",="17143",5650,90,5180,100,6,17,2,10244,276,572,11235,5681,10,37,23,15,15,25,6,58,21,97,78,1,38,77,38,36,39,21,11,42,20,27,3,69,67,0,0,29,0,1,0,1,0,18,76,67,124,51,25,25,10,34,53,52,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="145 Perry County",="17145",414,90,372,100,6,23,1.7,647,215,339,9761,5612,22,33,22,11,12,20,6,62,22,92,74,6,26,72,28,34,35,21,16,38,21,26,2,12,10,-1,1,88,0,1,1,2,2,5,61,78,34,50,30,20,16,24,16,68,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="147 Piatt County",="17147",77,94,73,100,7,33,1.6,120,326,409,15831,9631,10,22,19,24,25,37,-1,62,29,85,56,5,30,62,32,36,41,26,8,44,25,23,4,1,-1,-1,-1,97,-1,1,-1,1,0,1,42,88,84,58,33,10,10,7,3,88,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="149 Pike County",="17149",261,96,250,100,6,28,1.6,392,253,284,12576,8020,6,35,25,15,19,25,-1,63,28,86,62,4,18,66,19,29,31,21,12,28,19,41,7,0,-1,-1,0,100,-1,-1,-1,0,0,5,58,11,59,72,18,11,6,15,5,78,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="151 Pope County",="17151",121,95,115,100,7,32,1.7,198,238,315,11307,6567,20,35,22,10,13,26,3,66,26,90,69,3,27,68,23,22,33,16,10,37,21,31,4,4,3,-1,-1,96,-1,1,-1,1,0,14,60,70,68,62,23,15,8,18,6,67,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="153 Pulaski County",="17153",161,95,153,100,7,20,2.1,318,248,436,13127,6316,17,37,19,7,20,27,10,55,28,86,72,3,42,78,44,31,43,19,8,38,26,27,3,89,89,-1,-1,11,-1,-1,-1,0,0,7,135,18,108,39,25,36,20,19,35,66,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="157 Randolph County",="17157",271,94,256,100,6,22,1.8,462,260,297,13662,7570,8,31,29,11,22,29,3,60,29,88,65,5,28,75,30,36,32,20,10,39,22,30,3,14,11,-1,0,86,1,2,-1,3,0,4,68,71,26,46,32,21,19,17,18,76,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="159 Richland County",="17159",273,90,247,100,6,32,1.7,430,260,325,11240,6457,8,37,31,12,11,21,3,68,25,96,68,4,28,69,26,47,39,28,8,34,24,34,4,7,4,0,0,93,-1,2,-1,2,0,4,55,49,133,56,27,17,10,17,4,77,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="161 Rock Island County",="17161",4602,92,4255,100,5,19,1.9,8232,275,490,12975,6707,14,30,22,14,20,32,3,58,24,93,71,5,33,71,33,29,28,16,12,44,19,26,3,46,37,0,2,53,0,4,1,6,1,12,66,75,84,56,27,17,5,22,34,59,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="163 St. Clair County",="17163",6782,90,6183,100,6,14,2.3,14379,306,560,12518,5383,14,34,20,14,18,36,5,56,22,96,77,2,48,84,49,26,45,16,9,53,16,23,2,88,87,0,0,12,1,0,0,1,0,29,79,98,137,33,31,36,14,38,71,57,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="165 Saline County",="17165",600,94,565,100,5,26,1.6,922,212,402,9304,5701,26,38,19,10,8,23,1,72,21,96,79,6,21,68,24,33,57,26,15,36,22,27,2,12,10,1,0,88,-1,1,-1,1,0,2,66,59,65,55,23,22,20,25,9,72,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="167 Sangamon County",="17167",3832,97,3790,100,5,20,2.1,7937,313,596,12581,6007,6,35,25,17,18,29,3,58,21,98,78,1,40,79,40,35,40,20,6,48,21,26,2,63,61,1,0,36,0,1,0,1,0,9,67,72,153,42,28,29,18,35,43,58,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="169 Schuyler County",="17169",17,94,14,89,4,7,1.1,15,263,382,12787,11934,-1,29,50,21,-1,-1,-1,100,30,100,57,-1,-1,79,-1,-1,7,7,-1,-1,-1,100,36,7,-1,-1,-1,93,-1,7,-1,7,0,-1,49,100,44,100,-1,-1,-1,17,6,75,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="171 Scott County",="17171",105,98,102,99,7,23,1.8,186,270,324,14178,7775,3,24,23,23,26,26,-1,59,29,85,60,6,25,69,25,19,28,13,5,36,17,42,4,0,-1,-1,-1,100,-1,-1,-1,0,0,11,77,56,81,63,15,23,5,14,2,80,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="173 Shelby County",="17173",171,93,159,100,5,17,1.4,230,276,259,13279,9180,11,39,19,12,19,16,3,81,30,85,59,3,11,52,11,45,39,35,6,25,31,38,4,3,1,-1,1,97,-1,1,-1,1,0,3,73,19,145,70,21,9,9,11,2,77,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="175 Stark County",="17175",27,85,24,100,6,17,1,25,282,303,13252,12722,4,25,38,25,8,4,-1,96,27,100,63,-1,-1,50,-1,78,20,40,4,13,21,63,8,0,-1,-1,-1,96,-1,-1,-1,0,0,-1,50,8,147,96,4,-1,-1,11,3,89,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="177 Stephenson County",="17177",890,86,764,100,5,22,1.6,1254,268,485,12292,7489,6,27,30,20,16,21,2,65,28,90,58,4,22,72,23,37,25,21,9,30,22,39,7,40,38,1,-1,60,0,2,0,2,1,5,57,99,57,69,15,16,6,21,22,65,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="179 Tazewell County",="17179",1748,95,1698,100,6,17,1.6,2698,302,573,13105,8248,8,29,26,19,18,17,1,77,26,93,65,4,22,74,23,44,21,23,6,30,19,46,7,4,2,0,0,94,-1,1,0,1,1,22,74,79,90,67,24,9,4,13,5,72,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="181 Union County",="17181",384,98,377,100,5,19,1.7,628,261,305,12378,7431,9,33,25,17,17,22,2,66,28,88,63,4,22,73,23,39,22,23,8,34,22,36,5,5,2,-1,-1,95,-1,2,-1,2,0,5,73,9,123,63,19,18,9,23,7,75,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="183 Vermilion County",="17183",2516,76,1918,100,6,28,1.9,3712,215,564,9303,4807,21,36,23,13,8,16,6,67,21,96,75,3,35,73,36,33,32,19,14,39,19,28,4,57,54,1,0,43,0,1,1,2,1,19,54,91,88,54,26,20,7,31,42,67,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="185 Wabash County",="17185",173,95,164,100,7,15,1.1,187,277,219,16320,14312,5,27,23,19,26,13,1,83,36,80,50,-1,2,60,2,51,44,43,-1,9,25,66,8,5,-1,-1,-1,95,-1,4,1,5,0,6,66,6,168,95,4,2,2,12,4,66,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="187 Warren County",="17187",364,93,338,100,7,19,1.6,556,299,352,15279,9288,8,28,23,17,24,40,-1,59,34,81,51,7,18,67,21,27,20,16,10,35,20,35,3,11,7,-1,2,89,-1,2,-1,2,1,2,66,64,120,67,13,20,9,17,15,76,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="189 Washington County",="17189",8,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="191 Wayne County",="17191",284,77,218,100,5,23,1.7,375,290,263,14820,8615,4,35,27,15,19,19,1,80,33,84,57,4,22,69,24,49,43,29,6,25,22,46,7,7,6,0,-1,93,-1,-1,-1,0,0,26,67,33,84,64,17,18,8,17,3,74,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="193 White County",="17193",154,97,148,100,7,29,1.4,209,247,473,11955,8466,7,25,39,15,15,19,-1,70,28,91,59,3,16,71,18,32,37,24,9,22,14,55,9,1,-1,-1,-1,99,-1,1,-1,1,0,13,53,55,13,73,11,16,13,13,2,79,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="195 Whiteside County",="17195",798,94,745,100,6,18,1.8,1361,280,466,11745,6429,7,36,27,19,11,21,1,69,26,95,67,2,29,72,28,46,42,27,5,37,24,34,4,17,5,-1,0,83,0,10,1,11,0,12,80,61,130,58,17,25,11,17,20,71,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="197 Will County",="17197",3822,102,4056,100,6,15,2.1,8485,345,871,13881,6636,8,29,21,17,25,24,2,64,23,95,72,2,35,76,34,35,36,19,4,43,21,33,3,76,70,0,2,23,0,2,1,3,1,26,75,94,108,49,21,30,13,23,62,52,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="199 Williamson County",="17199",1520,93,1426,100,6,20,1.9,2700,242,402,11155,5891,19,31,24,13,13,27,2,66,25,93,69,4,33,73,34,30,52,22,10,38,23,29,2,16,14,0,0,84,0,1,-1,1,0,4,67,40,95,47,31,21,13,21,10,67,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="201 Winnebago County",="17201",6372,90,5665,99,5,19,2,11119,264,570,10982,5595,16,34,23,15,12,21,4,68,24,95,69,1,35,76,35,37,36,21,7,41,23,29,4,60,55,0,0,40,0,3,0,4,1,23,73,96,89,49,24,26,13,35,45,50,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="203 Woodford County",="17203",422,90,374,99,6,17,1.9,703,322,470,14093,7498,8,23,28,18,23,23,1,71,26,94,64,6,27,78,30,41,25,20,5,37,15,43,9,7,3,1,1,93,-1,2,0,2,1,10,63,80,102,49,34,16,15,10,4,76,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
9,="Summary of All HUD Programs",1,="NA",="XXX MISSING",="17XXX",270,96,271,100,5,5,2.7,723,5,841,16785,6291,12,23,18,11,36,42,1,49,1,3,2,1,58,85,55,22,67,13,4,67,19,10,1,87,82,-1,0,13,-1,4,0,5,1,4,32,2,82,76,12,9,4,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
